"FormatVersion","v1.0"
"Disclaimer","This pricing list is for informational purposes only. All prices are subject to the additional terms included in the pricing pages on http://aws.amazon.com. All Free Tier prices are also subject to the terms included at https://aws.amazon.com/free/"
"Publication Date","2023-01-17T19:10:41Z"
"Version","20230117191041"
"OfferCode","AmazonChimeBusinessCalling"
"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","Product Family","serviceCode","Location","Location Type","usageType","operation","FromCountry","messagetype","NumberType","Region Code","serviceName","ToCountry"
"X7V44A53JH2DR6MW","JRTCKXETXF","X7V44A53JH2DR6MW.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Germany","2021-02-01","0","Inf","minutes","0.0389200000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-DE-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Germany"
"X8NNAP3ZCH5JGU63","JRTCKXETXF","X8NNAP3ZCH5JGU63.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for RE-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-RE-US-sms-message-Received","","Reunion Island","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"XPEZEZVZ3VMY3Z2W","JRTCKXETXF","XPEZEZVZ3VMY3Z2W.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for IR-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-IR-US-sms-message-Received","","Iran","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"XQB44ZBPSFVSTQWG","JRTCKXETXF","XQB44ZBPSFVSTQWG.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.015 per sms-message for US-VI-sms-message-Sent in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0150000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-VI-sms-message-Sent","","United States of America","Sent",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Virgin Islands"
"XQFYZ7PN49VZ54FN","JRTCKXETXF","XQFYZ7PN49VZ54FN.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Thailand","2021-02-01","0","Inf","minutes","0.1185000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-TH-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Thailand"
"XVA6RMCE7E6U79T7","JRTCKXETXF","XVA6RMCE7E6U79T7.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Benin to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BJ-US-sms-message-Received","","Benin","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"XZ4VZTUTBZC33N3X","JRTCKXETXF","XZ4VZTUTBZC33N3X.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Spain","2021-02-01","0","Inf","minutes","0.0712200000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-ES-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Spain"
"Y63AWTMJW6URWFWN","JRTCKXETXF","Y63AWTMJW6URWFWN.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Estonia to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-EE-US-sms-message-Received","","Estonia","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"Y7K28PPRQD7JU9XC","JRTCKXETXF","Y7K28PPRQD7JU9XC.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Denmark to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-DK-US-sms-message-Received","","Denmark","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"Y7TV2KC94B6QNM24","JRTCKXETXF","Y7TV2KC94B6QNM24.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Viet Nam","2021-02-01","0","Inf","minutes","0.1237500000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-VN-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Viet Nam"
"Y7Y2U3J9ZK2JNXYG","JRTCKXETXF","Y7Y2U3J9ZK2JNXYG.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Bangladesh to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BD-US-sms-message-Received","","Bangladesh","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"Y8TDUERPJZTR6T79","JRTCKXETXF","Y8TDUERPJZTR6T79.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for CU-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-CU-US-sms-message-Received","","Cuba","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"YSYN6VSY8QFFHJZ8","JRTCKXETXF","YSYN6VSY8QFFHJZ8.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Nicaragua","2021-02-01","0","Inf","minutes","0.5193000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-NI-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Nicaragua"
"YT2SKQ824MRHBS79","JRTCKXETXF","YT2SKQ824MRHBS79.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Georgia to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-GE-US-sms-message-Received","","Georgia","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"YT33BNF4Q72NM6EF","JRTCKXETXF","YT33BNF4Q72NM6EF.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Panama","2021-02-01","0","Inf","minutes","0.3336800000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-PA-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Panama"
"YTC8G2NBHVX6WUUM","JRTCKXETXF","YTC8G2NBHVX6WUUM.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.0 per sms-message for BQ-US-sms-message-Received in US East (N. Virginia)","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-BQ-US-sms-message-Received","","Bonaire Sin Eustatius And Saba","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"Z63UMZ3GZGQJGD7U","JRTCKXETXF","Z63UMZ3GZGQJGD7U.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Iceland to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-IS-US-sms-message-Received","","Iceland","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"ZD27TVT6GRJ8GW92","JRTCKXETXF","ZD27TVT6GRJ8GW92.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Lao PDR","2021-02-01","0","Inf","minutes","0.1767000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-LA-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Lao PDR"
"ZGEZNASV6D8USHWQ","JRTCKXETXF","ZGEZNASV6D8USHWQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Gabon to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-GA-US-sms-message-Received","","Gabon","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"ZHN9FNJETX4BMZGP","JRTCKXETXF","ZHN9FNJETX4BMZGP.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Denmark","2021-02-01","0","Inf","minutes","0.0257800000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-DK-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Denmark"
"ZKJPYT5RTPQ6EUT2","JRTCKXETXF","ZKJPYT5RTPQ6EUT2.JRTCKXETXF.6YS6EN2CT7","OnDemand","Per minute charge for calls made from United States of America to Brazil","2021-02-01","0","Inf","minutes","0.0684100000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-BR-outbound-minutes","","United States of America",,,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Brazil"
"ZW6XH3Q54F6XW5BV","JRTCKXETXF","ZW6XH3Q54F6XW5BV.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message received from Ethiopia to United States of America","2021-02-01","0","Inf","sms-message","0.0000000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-ET-US-sms-message-Received","","Ethiopia","Received",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","United States of America"
"ZZUGZR3AKEB7EMSD","JRTCKXETXF","ZZUGZR3AKEB7EMSD.JRTCKXETXF.6YS6EN2CT7","OnDemand","SMS message sent from United States of America to Nigeria","2021-02-01","0","Inf","sms-message","0.1500000000","USD","AmazonChimeBusinessCalling","AmazonChimeBusinessCalling","US East (N. Virginia)","AWS Region","USE1-US-NG-sms-message-Sent","","United States of America","Sent",,"us-east-1","Amazon Chime Business Calling a service sold by AMCS LLC","Nigeria"
